City,Zip Code,County,Latitude,Longitude,Municipality,Muni Code,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,,
Lake Hopatcong,07849,Morris,40.963959,-74.61414,Jefferson Township,1414,2.38,2.43,2.44,2.53,2.69,2.81,3.09,3.22,3.48,1.6,1.7,1.779,1.842,2.17,2.227,2.335,2.542,2.644,2.675,2.689,2.753,2.705,2.666,,0.2%
Landing,07850,Morris,40.908198,-74.65749,Roxbury Township,1436,5.04,5.23,5.45,2.36,2.51,2.65,2.78,2.97,3.2,3.35,3.49,3.638,3.704,3.797,3.873,3.929,3.973,4.034,4.099,4.203,4.287,4.31,2.58,,-7.2%
Ledgewood,07852,Morris,40.876349,-74.65769,Roxbury Township,1436,5.04,5.23,5.45,2.36,2.51,2.65,2.78,2.97,3.2,3.35,3.49,3.638,3.704,3.797,3.873,3.929,3.973,4.034,4.099,4.203,4.287,4.31,2.58,,-7.2%
Lincoln Park,07035,Morris,40.923233,-74.29376,Lincoln Park Borough,1416,5.68,2.56,2.67,2.85,2.94,3.05,3.24,3.36,3.5,3.65,3.84,4.158,2.04,2.122,2.132,2.458,2.486,2.499,2.554,2.59,2.623,2.689,2.766,,2.1%
Long Valley,07853,Morris,40.788599,-74.78295,Washington Township,1438,4.75,2.27,2.39,2.56,2.67,2.75,2.89,3.06,3.25,3.39,3.5,1.957,1.983,2.318,2.333,2.336,2.328,2.353,2.374,2.423,2.499,2.554,2.612,,2.2%
Madison,07940,Morris,40.75875,-74.41609,Madison Borough,1417,3.44,3.62,3.82,1.7,1.8,1.89,1.92,1.99,2.06,2.2,2.35,2.478,2.533,2.639,2.709,2.779,1.754,1.778,1.84,1.875,1.908,1.923,1.973,,2.2%
Mendham,07945,Morris,40.782767,-74.59529,Mendham Borough,1418,2.09,2.13,2.22,2.35,2.5,2.64,2.75,2.94,3.1,1.29,1.38,1.458,1.525,1.899,1.908,1.918,1.957,2.016,2.07,2.117,2.183,2.215,2.247,,2.3%
Millington,07946,Morris,40.672823,-74.52011,Long Hill Township,1430,3.14,3.31,3.41,3.63,3.82,1.87,1.98,2.15,2.3,2.4,2.5,2.564,2.662,2.725,2.815,2.859,2.956,2.868,2.932,2.348,2.356,2.376,2.392,,-3.3%
Mine Hill,07803,Morris,40.878785,-74.60098,Mine Hill Township,1420,2.63,2.67,2.75,2.86,2.93,3.11,3.38,3.72,3.86,1.71,1.78,1.889,1.894,1.911,2.324,2.392,2.463,2.484,2.494,2.525,2.564,2.615,2.64,,1.3%
Montville,07045,Morris,40.906152,-74.36742,Montville Township,1421,3.43,3.57,1.78,1.91,2.02,2.19,2.36,2.53,2.74,2.9,3.03,3.131,3.213,3.287,3.34,2.121,2.157,2.188,2.22,2.257,2.307,2.368,2.388,,1.8%
Morris Plains,07950,Morris,40.842399,-74.48223,Morris Plains Borough,1423,4.32,1.98,2,2.11,2.21,2.37,2.5,2.66,2.79,2.88,3.05,3.162,1.725,1.805,1.887,1.982,2.053,2.128,2.153,2.143,2.221,2.266,2.342,,2.0%
Morristown,07960,Morris,40.79215,-74.48559,Morristown,1424,2.25,2.37,2.58,2.79,2.9,3.02,3.23,2.03,2.12,2.24,2.28,2.348,2.528,2.585,2.635,2.608,2.585,2.596,2.625,2.689,2.76,2.845,2.882,,2.2%
Mount Arlington,07856,Morris,40.919498,-74.63559,Mount Arlington Borough,1426,2.69,2.74,2.83,2.92,2.98,3.06,3.21,1.66,1.78,1.81,1.94,2.131,2.196,2.325,2.387,2.443,2.479,2.52,2.549,2.594,2.599,2.629,2.635,,0.9%
Mount Freedom,07970,Morris,40.813281,-74.57267,Randolph Township,1432,4.59,4.74,4.96,2.13,2.25,2.34,2.47,2.58,2.69,2.83,2.94,3.042,3.109,3.224,3.346,3.417,3.489,3.56,3.616,3.66,2.53,2.562,2.595,,-5.4%
Mount Tabor,07878,Morris,40.872866,-74.47843,Parsippany-Troy Hills Township,1429,4.17,4.28,4.46,4.68,4.78,4.93,1.72,1.81,1.9,2.03,2.14,2.227,2.335,2.442,2.498,2.557,2.601,2.663,2.699,2.769,2.818,2.883,2.948,,2.1%
Mountain Lakes,07046,Morris,40.892021,-74.44022,Mountain Lakes Borough,1425,2.27,2.35,2.41,2.54,2.69,2.89,3.08,3.36,3.53,1.62,1.7,1.767,2.109,2.1,2.123,2.163,2.387,2.422,2.468,2.527,2.572,2.628,2.705,,2.3%
Netcong,07857,Morris,40.897398,-74.70301,Netcong Borough,1428,2.69,2.75,2.75,2.9,2.91,3.02,3.19,3.39,3.55,1.92,2.02,2.084,2.108,2.163,2.237,2.257,2.357,2.371,2.479,2.573,2.645,2.753,2.928,,4.7%
New Vernon,07976,Morris,40.733739,-74.48851,Harding Township,1413,1.4,1.43,1.59,1.64,1.74,0.8,0.84,0.88,0.93,0.94,1.04,1.036,1.058,1.031,1.051,1.065,1.073,1.043,1.08,1.106,1.124,1.13,1.152,,2.1%
Parsippany,07054,Morris,40.860149,-74.4171,Parsippany-Troy Hills Township,1429,4.17,4.28,4.46,4.68,4.78,4.93,1.72,1.81,1.9,2.03,2.14,2.227,2.335,2.442,2.498,2.557,2.601,2.663,2.699,2.769,2.818,2.883,2.948,,2.1%
Pequannock,07440,Morris,40.946748,-74.29575,Pequannock Township,1431,2.4,2.48,2.54,2.64,2.76,2.89,3.06,3.11,3.26,1.51,1.59,1.62,1.665,1.714,1.727,2.102,2.075,2.09,2.141,2.151,2.221,2.295,2.385,,2.8%
Picatinny Arsenal,07806,Morris,40.867331,-74.578269,Jefferson Township,1414,2.38,2.43,2.44,2.53,2.69,2.81,3.09,3.22,3.48,1.6,1.7,1.779,1.842,2.17,2.227,2.335,2.542,2.644,2.675,2.689,2.753,2.705,2.666,,0.2%
Pine Brook,07058,Morris,40.871299,-74.34331,Montville Township,1421,3.43,3.57,1.78,1.91,2.02,2.19,2.36,2.53,2.74,2.9,3.03,3.131,3.213,3.287,3.34,2.121,2.157,2.188,2.22,2.257,2.307,2.368,2.388,,1.8%
Pompton Plains,07444,Morris,40.964548,-74.29813,Pequannock Township,1431,2.4,2.48,2.54,2.64,2.76,2.89,3.06,3.11,3.26,1.51,1.59,1.62,1.665,1.714,1.727,2.102,2.075,2.09,2.141,2.151,2.221,2.295,2.385,,2.8%
Randolph,07869,Morris,40.847649,-74.5748,Randolph Township,1432,4.59,4.74,4.96,2.13,2.25,2.34,2.47,2.58,2.69,2.83,2.94,3.042,3.109,3.224,3.346,3.417,3.489,3.56,3.616,3.66,2.53,2.562,2.595,,-5.4%
Riverdale,07457,Morris,40.990032,-74.31023,Riverdale Borough,1433,2.11,2.14,2.11,1.95,2,2.04,2.31,2.42,1.26,1.3,1.42,1.438,1.442,1.467,1.492,1.517,1.814,1.843,1.857,1.96,2.019,1.883,1.883,,0.4%
Rockaway,07866,Morris,40.926798,-74.50624,Rockaway Borough,1434,2.41,2.48,2.61,2.7,2.7,2.83,2.96,1.83,1.94,2.02,2.12,2.253,2.305,2.357,2.421,2.496,2.566,2.703,2.804,2.844,2.948,3.057,3.088,,2.8%
Schooleys Mountain,07870,Morris,40.810362,-74.819318,Washington Township,1438,4.75,2.27,2.39,2.56,2.67,2.75,2.89,3.06,3.25,3.39,3.5,1.957,1.983,2.318,2.333,2.336,2.328,2.353,2.374,2.423,2.499,2.554,2.612,,2.2%
Stirling,07980,Morris,40.672968,-74.49171,Long Hill Township,1430,3.14,3.31,3.41,3.63,3.82,1.87,1.98,2.15,2.3,2.4,2.5,2.564,2.662,2.725,2.815,2.859,2.956,2.868,2.932,2.348,2.356,2.376,2.392,,-3.3%
Succasunna,07876,Morris,40.855549,-74.65251,Roxbury Township,1436,5.04,5.23,5.45,2.36,2.51,2.65,2.78,2.97,3.2,3.35,3.49,3.638,3.704,3.797,3.873,3.929,3.973,4.034,4.099,4.203,4.287,4.31,2.58,,-7.2%
Towaco,07082,Morris,40.92241,-74.34625,Montville Township,1421,3.43,3.57,1.78,1.91,2.02,2.19,2.36,2.53,2.74,2.9,3.03,3.131,3.213,3.287,3.34,2.121,2.157,2.188,2.22,2.257,2.307,2.368,2.388,,1.8%
Wharton,07885,Morris,40.913298,-74.58246,Wharton Borough,1439,2.58,2.6,2.63,2.8,3,3.06,3.25,3.57,3.91,4.12,4.41,1.977,2.007,2.345,2.422,2.483,2.819,2.902,2.863,2.847,2.888,2.856,2.919,,0.1%
Whippany,07981,Morris,40.821482,-74.42648,Hanover Township,1412,3.06,1.52,1.6,1.67,1.76,1.85,1.96,2.08,2.18,2.34,2.45,2.539,2.639,2.761,2.874,1.63,1.658,1.628,1.663,1.731,1.757,1.799,1.825,,2.4%
Barnegat,08005,Ocean,39.759581,-74.27398,Barnegat Township,1501,3.085,3.198,3.215,3.194,3.273,3.371,3.564,3.624,3.649,3.672,1.594,1.631,1.627,1.895,2.397,2.374,2.417,2.481,2.546,2.629,2.684,2.729,2.75,,2.2%
Barnegat Light,08006,Ocean,39.75196,-74.11074,Barnegat Light Borough,1502,1.102,1.106,1.146,1.173,1.41,1.696,1.929,0.819,0.809,0.706,0.725,0.745,0.748,0.779,0.768,0.821,0.824,0.904,0.831,0.862,0.885,0.855,0.87,,-0.8%
Bayville,08721,Ocean,39.902851,-74.16037,Berkeley Township,1506,2.024,2.095,2.207,2.238,2.221,2.407,2.516,2.694,2.83,2.958,3.117,3.268,3.347,1.819,1.813,1.862,1.907,1.955,2.012,2.069,2.08,2.16,2.167,,2.2%
Beach Haven,08008,Ocean,39.614596,-74.2005,Beach Haven Borough,1504,1.714,1.769,1.858,1.942,2.11,2.238,2.283,0.883,0.945,0.977,1,1.022,1.031,1.054,1.074,1.099,1.148,1.2,1.269,1.326,1.076,1.127,1.089,,-1.9%
Beachwood,08722,Ocean,39.931068,-74.19618,Beachwood Borough,1505,2.442,2.622,2.681,2.737,2.784,2.799,2.849,2.957,3.107,3.275,1.385,1.476,1.545,1.635,1.69,1.724,1.768,1.783,1.831,2.332,2.351,2.395,2.415,,7.1%
Brick,08723,Ocean,40.042479,-74.123,Brick Township,1507,2.326,2.414,2.483,2.534,2.607,2.774,2.901,3.01,3.233,3.398,3.578,3.8,3.885,1.822,1.946,1.962,2.025,2.061,2.078,2.134,2.145,2.205,2.258,,1.9%
Forked River,08731,Ocean,39.848035,-74.21297,Lacey Township,1513,1.856,1.949,2.075,2.14,2.274,2.479,2.716,2.868,2.976,3.123,3.315,3.292,1.412,1.434,1.468,1.526,1.647,1.72,1.944,2.035,2.043,2.091,2.116,,4.6%
Island Heights,08732,Ocean,39.942616,-74.14689,Island Heights Borough,1511,2.753,2.776,2.872,3.026,3.166,3.288,3.43,3.492,1.361,1.444,1.464,1.519,1.595,1.634,1.68,1.718,1.728,1.775,1.804,1.858,1.845,1.906,1.891,,1.3%
Jackson,08527,Ocean,40.11597,-74.32251,Jackson Township,1512,2.93,2.947,2.969,2.921,2.959,3.056,3.215,3.307,3.457,3.774,3.843,3.904,1.77,1.83,1.947,1.968,2.04,2.097,2.154,2.192,2.227,2.283,2.342,,2.3%
Lakehurst,08733,Ocean,40.017117,-74.30491,Lakehurst Borough,1514,2.772,3.043,3.093,3.143,3.178,3.641,3.749,3.787,3.815,1.575,1.652,1.704,1.779,1.925,1.978,2.01,2.138,2.899,3.011,3.05,3.067,3.114,3.133,,1.6%
Lakewood,08701,Ocean,40.082782,-74.2094,Lakewood Township,1515,2.772,2.736,2.756,2.803,2.949,3.072,3.152,3.316,3.447,1.518,1.603,1.691,1.798,2.251,2.22,2.266,2.425,2.634,2.777,2.86,2.003,2.034,2.121,,-3.9%
Lanoka Harbor,08734,Ocean,39.862864,-74.16624,Lacey Township,1513,1.856,1.949,2.075,2.14,2.274,2.479,2.716,2.868,2.976,3.123,3.315,3.292,1.412,1.434,1.468,1.526,1.647,1.72,1.944,2.035,2.043,2.091,2.116,,4.6%
Lavallette,08735,Ocean,39.982101,-74.06768,Lavallette Borough,1516,1.401,1.433,1.455,1.445,1.509,1.62,1.719,0.684,0.741,0.754,0.797,0.843,0.85,0.882,0.886,0.902,0.921,0.933,0.929,0.949,0.981,0.971,0.979,,1.0%
Manahawkin,08050,Ocean,39.707575,-74.25933,Stafford Township,1531,2.213,2.312,2.405,2.45,2.255,2.337,2.439,2.648,1.487,1.625,1.709,1.763,1.793,1.846,1.887,1.907,2.247,2.275,2.247,2.329,2.353,2.278,2.292,,0.1%
Manchester Township,08759,Ocean,39.943541,-74.36949,Manchester Township,1519,2.594,2.566,2.555,2.533,2.524,2.497,2.569,2.653,2.759,2.838,2.982,3.156,1.672,1.757,1.857,1.922,2.351,2.436,2.487,2.534,2.565,2.555,2.565,,1.1%
Mantoloking,08738,Ocean,40.025258,-74.05579,Mantoloking Borough,1520,0.89,0.91,0.93,0.964,1.031,0.649,0.726,0.737,0.713,0.737,0.734,0.425,0.441,0.461,0.539,0.547,0.601,0.627,0.683,0.694,0.697,0.692,0.702,,2.4%
New Egypt,08533,Ocean,40.075185,-74.48433,Plumsted Township,1524,2.115,2.167,2.35,2.385,2.45,2.55,2.795,2.83,3.011,3.08,1.32,1.345,1.391,1.436,1.459,1.53,2.115,2.193,2.25,2.315,2.35,2.39,2.345,,1.4%
Normandy Beach,08739,Ocean,40.000759,-74.24928,Toms River Township,1508,2.266,2.441,2.512,2.512,2.598,2.653,2.714,2.754,2.975,3.052,3.061,3.277,1.232,1.37,1.451,1.538,1.967,2.028,2.127,2.212,2.269,2.288,2.319,,2.9%
Ocean Gate,08740,Ocean,39.925301,-74.13488,Ocean Gate Borough,1522,2.649,2.653,2.739,2.764,2.879,2.986,3.242,3.695,1.646,1.747,1.884,1.901,1.888,1.945,1.969,1.965,2.02,2.047,2.038,2.488,2.508,2.527,2.618,,5.6%
Pine Beach,08741,Ocean,39.934318,-74.16773,Pine Beach Borough,1523,2.238,2.437,2.446,2.468,2.505,2.569,2.633,2.575,1.322,1.355,1.404,1.444,1.503,1.554,1.63,1.654,2.008,2.079,2.165,2.23,2.291,2.366,2.418,,3.3%
Point Pleasant Beach,08742,Ocean,40.081165,-74.06003,Point Pleasant Beach Borough,1526,2.028,2.045,2.116,2.197,2.306,2.569,2.602,2.721,2.803,3.022,0.828,0.905,0.936,1.005,1.044,1.098,1.444,1.499,1.506,1.518,1.511,1.535,1.559,,0.8%
Seaside Heights,08751,Ocean,39.948518,-74.0759,Seaside Heights Borough,1527,2.586,2.619,2.552,2.587,2.651,2.889,3.09,3.235,3.525,3.792,1.037,1.21,1.306,1.432,1.471,1.499,1.825,1.955,2.135,2.212,2.25,2.293,2.355,,4.1%
Seaside Park,08752,Ocean,39.920268,-74.07967,Seaside Park Borough,1528,2.154,2.19,2.243,2.302,2.367,2.619,1.463,1.544,1.691,1.832,1.979,2.062,1.226,1.194,1.251,1.254,1.253,1.308,1.369,1.312,1.411,1.39,1.487,,2.7%
Toms River,08753,Ocean,39.974584,-74.15141,Toms River Township,1508,2.266,2.441,2.512,2.512,2.598,2.653,2.714,2.754,2.975,3.052,3.061,3.277,1.232,1.37,1.451,1.538,1.967,2.028,2.127,2.212,2.269,2.288,2.319,,2.9%
Tuckerton,08087,Ocean,39.59899,-74.36573,Tuckerton Borough,1533,2.868,2.871,2.858,2.903,3.014,3.332,3.529,3.638,1.692,1.805,1.871,2.002,2.081,2.109,2.106,2.144,2.185,2.263,2.277,2.305,2.432,2.551,2.615,,3.1%
Waretown,08758,Ocean,39.784513,-74.22376,Ocean Township,1521,3.076,2.892,2.789,2.737,2.829,3.039,3.263,3.277,1.362,1.417,1.449,1.494,1.538,1.548,1.549,1.722,1.811,1.84,1.855,1.905,1.961,2.03,2.068,,2.5%
West Creek,08092,Ocean,39.658781,-74.28673,Eagleswood Township,1509,2.491,2.568,2.607,2.689,2.657,2.771,3.025,3.201,3.358,1.436,1.562,1.62,1.657,1.709,1.7,2.041,2.126,2.198,2.273,2.366,2.447,2.453,2.63,,3.9%
Bloomingdale,07403,Passaic,41.014497,-74.33021,Bloomingdale Borough,1601,3.33,3.35,3.41,3.47,3.66,3.95,4.22,4.39,4.58,4.94,5.4,5.679,5.852,6.231,6.414,3.681,3.85,3.905,4.054,4.155,4.214,4.295,4.318,,2.1%
Clifton,07011,Passaic,40.879699,-74.14263,Clifton,1602,2.48,2.54,2.63,2.77,2.87,3.02,3.26,3.48,3.74,3.95,4.19,4.301,4.516,4.65,4.794,4.903,4.972,5.102,5.209,5.26,5.364,5.423,5.454,,1.4%
Haledon,07508,Passaic,40.945198,-74.18286,Haledon Borough,1603,3.07,3.08,3.07,3.19,3.24,3.45,3.78,4.11,4.37,4.82,4.99,5.323,5.478,5.758,6.041,6.19,6.374,4.079,4.304,4.36,4.505,4.62,4.763,,3.4%
Haskell,07420,Passaic,41.026747,-74.29742,Wanaque Borough,1613,3.6,3.64,3.65,3.74,3.95,4.19,4.54,4.82,5.05,5.26,5.52,5.687,5.835,6.112,6.302,6.489,3.483,3.525,3.596,3.648,3.74,3.83,3.907,,2.2%
Hawthorne,07506,Passaic,40.957498,-74.15627,Hawthorne Borough,1604,2.5,2.66,2.78,2.93,3.1,3.34,3.57,3.73,3.87,4.09,4.27,4.487,4.676,4.876,5.099,5.177,5.284,5.374,5.604,5.671,5.751,5.847,5.977,,2.2%
Hewitt,07421,Passaic,41.173445,-74.37404,West Milford Township,1615,3.54,3.6,3.76,3.87,4.05,4.27,4.47,4.65,4.88,5.19,5.44,5.647,5.859,6.117,6.232,3.382,3.477,3.577,3.666,3.709,3.703,3.686,3.695,,0.7%
Little Falls,07424,Passaic,40.886628,-74.21405,Little Falls Township,1605,2.78,2.83,2.8,2.94,3.14,3.43,3.67,3.89,4.12,4.39,4.72,5.018,1.933,2.062,2.145,2.3,2.845,2.994,3.076,3.121,3.163,3.16,3.181,,1.2%
Newfoundland,07435,Passaic,41.045897,-74.43677,West Milford Township,1615,3.54,3.6,3.76,3.87,4.05,4.27,4.47,4.65,4.88,5.19,5.44,5.647,5.859,6.117,6.232,3.382,3.477,3.577,3.666,3.709,3.703,3.686,3.695,,0.7%
Oak Ridge,07438,Passaic,41.029555,-74.5071,West Milford Township,1615,3.54,3.6,3.76,3.87,4.05,4.27,4.47,4.65,4.88,5.19,5.44,5.647,5.859,6.117,6.232,3.382,3.477,3.577,3.666,3.709,3.703,3.686,3.695,,0.7%
Passaic,07055,Passaic,40.857384,-74.12899,Passaic,1607,3.84,4.11,4.03,4.39,4.32,4.31,4.37,4.55,4.71,5.25,5.6,6.067,6.103,6.847,6.891,7.107,7.313,7.434,7.573,3.368,3.487,3.598,3.677,,-10.1%
Paterson,07501,Passaic,40.912198,-74.16863,Paterson,1608,20.87,20.87,20.87,20.87,21.48,22.11,22.97,23.49,24.99,26.3,1.75,1.853,1.931,2.126,2.515,2.515,2.744,2.896,4.108,4.339,4.16,4.326,4.134,,8.5%
Pompton Lakes,07442,Passaic,40.99948,-74.28807,Pompton Lakes Borough,1609,3.54,3.56,3.58,3.7,3.87,4.06,4.18,4.35,4.65,5.05,5.32,5.622,5.836,6.132,6.294,6.414,6.532,6.634,6.832,6.878,6.954,3.605,3.669,,-8.9%
Ringwood,07456,Passaic,41.096095,-74.26012,Ringwood Borough,1611,3.24,3.27,3.37,3.44,3.58,3.82,3.97,4.16,4.32,4.51,4.66,4.923,2.529,2.61,2.654,2.781,3.279,3.397,3.516,3.617,3.655,3.74,3.806,,2.4%
Totowa,07511,Passaic,41.011428,-74.304793,Totowa Borough,1612,2.13,2.19,2.26,2.31,2.4,2.58,2.71,2.91,3.09,3.21,3.4,3.539,1.62,1.708,1.965,2.06,2.103,2.122,2.284,2.349,2.359,2.383,2.388,,2.5%
Wanaque,07465,Passaic,41.052958,-74.28236,Wanaque Borough,1613,3.6,3.64,3.65,3.74,3.95,4.19,4.54,4.82,5.05,5.26,5.52,5.687,5.835,6.112,6.302,6.489,3.483,3.525,3.596,3.648,3.74,3.83,3.907,,2.2%
Wayne,07470,Passaic,40.943608,-74.25004,Wayne Township,1614,2.41,2.52,2.57,2.69,2.75,2.96,3.1,3.3,3.53,3.77,3.98,4.175,4.325,4.516,4.689,4.869,4.954,5.126,5.275,5.339,5.415,5.465,5.514,,1.5%
West Milford,07480,Passaic,41.102569,-74.37047,West Milford Township,1615,3.54,3.6,3.76,3.87,4.05,4.27,4.47,4.65,4.88,5.19,5.44,5.647,5.859,6.117,6.232,3.382,3.477,3.577,3.666,3.709,3.703,3.686,3.695,,0.7%
Alloway,08001,Salem,39.559426,-75.3631,Alloway Township,1701,1.93,1.915,1.96,2.047,2.146,2.454,2.638,2.713,2.906,3.157,3.293,3.34,3.353,2.502,2.403,2.43,2.479,2.592,2.718,2.816,2.946,3,3.043,,3.5%
Deepwater,08023,Salem,39.683577,-75.48932,Pennsville Township,1709,2.4,2.457,2.64,2.792,2.948,3.094,3.181,3.415,3.705,3.869,4.123,4.37,4.469,3.045,3.096,3.268,3.365,3.387,3.48,3.647,3.963,4.108,4.261,,5.2%
Elmer,08318,Salem,39.553504,-75.16843,Elmer Borough,1703,2.82,2.837,2.81,2.891,3.105,3.462,3.909,3.882,3.934,2.184,2.218,2.43,2.467,2.557,2.616,2.696,2.666,2.766,2.797,2.989,3.123,3.581,3.634,,6.3%
Hancocks Bridge,08038,Salem,39.481009,-75.50618,Lower Alloways Creek Township,1705,1.18,1.224,1.21,1.259,1.232,1.33,1.496,1.111,1.136,1.072,1.127,1.033,1.336,1.116,1.268,1.234,1.207,1.376,1.441,1.549,1.604,1.651,1.567,,2.8%
Monroeville,08343,Salem,39.633964,-75.15643,Upper Pittsgrove Township,1714,2.43,2.571,2.65,2.823,2.897,3.064,3.239,3.418,3.776,1.783,1.922,1.999,2.1,2.134,2.1,2.158,2.148,2.187,2.264,2.401,2.511,2.513,2.632,,4.1%
Norma,08347,Salem,39.499765,-75.082022,Pittsgrove Township,1711,2.92,2.91,2.94,3.023,3.283,3.61,4.09,2.32,2.582,2.75,2.822,2.889,2.796,2.775,2.732,2.819,2.872,2.898,3.026,3.181,3.356,3.493,3.573,,4.7%
Pedricktown,08067,Salem,39.740353,-75.41262,Oldmans Township,1707,2.37,2.473,2.85,2.849,3.053,3.218,3.342,3.549,3.77,4.003,4.076,4.239,2.204,2.232,2.357,2.382,2.509,2.414,2.389,2.427,2.589,2.691,2.729,,2.6%
Penns Grove,08069,Salem,39.712593,-75.46906,Penns Grove Borough,1708,3.39,3.489,3.53,3.689,3.963,4.212,4.507,4.793,5.087,5.39,5.716,6.19,3.218,3.363,3.515,3.586,3.671,3.69,3.731,3.895,4.048,4.034,5.03,,7.3%
Pennsville,08070,Salem,39.645377,-75.51923,Pennsville Township,1709,2.4,2.457,2.64,2.792,2.948,3.094,3.181,3.415,3.705,3.869,4.123,4.37,4.469,3.045,3.096,3.268,3.365,3.387,3.48,3.647,3.963,4.108,4.261,,5.2%
Quinton,08072,Salem,39.546172,-75.41367,Quinton Township,1712,2.1,2.146,2.15,2.246,2.459,2.729,2.838,2.948,3.2,3.379,3.477,2.12,2.011,2.278,2.431,2.478,2.481,2.561,2.63,2.78,2.847,2.824,2.853,,2.3%
Salem,08079,Salem,39.549912,-75.43943,Salem,1713,3.71,3.689,3.8,3.944,4.106,4.244,4.335,5.162,5.383,5.57,2.885,3.339,3.506,3.592,3.688,3.728,3.823,3.846,3.866,3.916,6.83,6.914,7.069,,16.8%
Woodstown,08098,Salem,39.637838,-75.32396,Woodstown Borough,1715,2.83,2.723,2.89,3.076,3.129,3.308,3.492,3.832,3.856,4.215,4.363,2.37,2.524,2.557,2.602,2.696,2.798,2.902,3.06,3.289,3.395,3.469,3.598,,4.8%
Basking Ridge,07920,Somerset,40.6789,-74.57039,Bernards Township,1802,1.74,1.93,1.88,1.78,1.77,1.76,1.7,1.76,1.55,1.49,1.53,1.562,1.676,1.828,1.882,1.941,1.953,1.934,1.916,1.951,1.989,2.005,2.034,,1.0%
Bedminster,07921,Somerset,40.652301,-74.653,Bedminster Township,1801,1.39,1.41,1.4,1.38,1.31,1.27,1.2,1.3,1.2,1.14,1.12,1.114,1.179,1.27,1.267,1.306,1.357,1.368,1.359,1.359,1.379,1.357,1.375,,0.1%
Belle Mead,08502,Somerset,40.460137,-74.63592,Montgomery Township,1813,2.99,3.15,2.43,2.49,2.44,2.39,2.3,2.45,2.2,2.31,2.42,2.514,2.567,2.595,2.659,2.709,2.784,2.825,2.86,2.925,2.978,3.025,3.098,,1.9%
Bernardsville,07924,Somerset,40.72344,-74.57753,Bernardsville Borough,1803,1.74,1.69,1.68,1.68,1.62,1.51,1.41,1.59,1.41,1.33,1.34,1.382,1.487,1.638,1.686,1.74,1.789,1.829,1.837,1.876,1.927,1.991,2.038,,2.3%
Blawenburg,08504,Somerset,40.425369,-74.668753,Montgomery Township,1813,2.99,3.15,2.43,2.49,2.44,2.39,2.3,2.45,2.2,2.31,2.42,2.514,2.567,2.595,2.659,2.709,2.784,2.825,2.86,2.925,2.978,3.025,3.098,,1.9%
Bound Brook,08805,Somerset,40.567953,-74.54034,Bound Brook Borough,1804,3.17,3.13,3.14,3.14,2.98,3.1,3.5,4.27,4.51,4.83,5.06,5.049,2.574,2.63,2.653,2.712,2.779,3.428,3.311,3.386,3.411,3.334,3.237,,-1.1%
Bridgewater,08807,Somerset,40.588097,-74.62253,Bridgewater Township,1806,2.9,2.98,3.05,3.17,1.64,1.83,1.91,2.06,1.69,1.64,1.7,1.722,1.776,1.845,1.926,1.967,2.051,2.093,2.061,2.062,2.093,2.091,2.096,,0.0%
Far Hills,07931,Somerset,40.696601,-74.63781,Far Hills Borough,1807,1.74,1.78,1.83,1.92,0.93,0.98,1.05,1.12,0.96,0.92,0.94,0.923,1.002,1.151,1.22,1.232,1.297,1.303,1.299,1.3,1.308,1.344,1.357,,0.8%
Flagtown,08821,Somerset,40.518578,-74.68545,Hillsborough Township,1810,2.17,2.29,2.47,2.65,2.72,2.57,2.47,2.59,2.74,2.82,2.93,2.974,2.989,3.069,2.151,2.185,2.221,2.301,2.347,2.372,2.372,2.374,2.359,,0.5%
Franklin Park,08823,Somerset,40.439412,-74.55565,Franklin Township,1808,2.18,2.31,2.38,2.32,2.28,2.16,2.19,2.06,1.93,1.83,1.86,1.899,1.806,1.947,2.046,2.131,2.201,2.231,2.265,2.281,2.262,2.254,2.232,,0.0%
Gladstone,07934,Somerset,40.72265,-74.67432,Peapack-Gladstone Borough,1815,1.62,1.67,1.66,1.72,1.52,1.64,1.56,1.85,1.76,1.66,1.59,1.621,1.728,1.833,1.866,1.872,1.901,1.9,1.884,1.919,1.902,1.878,1.87,,-0.3%
Hillsborough,08844,Somerset,40.502477,-74.650023,Hillsborough Township,1810,2.17,2.29,2.47,2.65,2.72,2.57,2.47,2.59,2.74,2.82,2.93,2.974,2.989,3.069,2.151,2.185,2.221,2.301,2.347,2.372,2.372,2.374,2.359,,0.5%
Kingston,08528,Somerset,40.377173,-74.61538,Franklin Township,1808,2.18,2.31,2.38,2.32,2.28,2.16,2.19,2.06,1.93,1.83,1.86,1.899,1.806,1.947,2.046,2.131,2.201,2.231,2.265,2.281,2.262,2.254,2.232,,0.0%
Liberty Corner,07938,Somerset,40.655399,-74.586151,Bernards Township,1802,1.74,1.93,1.88,1.78,1.77,1.76,1.7,1.76,1.55,1.49,1.53,1.562,1.676,1.828,1.882,1.941,1.953,1.934,1.916,1.951,1.989,2.005,2.034,,1.0%
Lyons,07939,Somerset,40.566553,-74.599801,Bernards Township,1802,1.74,1.93,1.88,1.78,1.77,1.76,1.7,1.76,1.55,1.49,1.53,1.562,1.676,1.828,1.882,1.941,1.953,1.934,1.916,1.951,1.989,2.005,2.034,,1.0%
