Num,Municipality Name,Municipality Code,County,Latitude,Longitude,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
430,LAVALLETTE BOROUGH,1516,Ocean,39.97,-74.07,"$301,472.73 ","$363,051.00 ","$440,482.00 ","$517,712.00 ","$679,652.00 ","$734,695.00 ","$895,337.00 ","$878,194.00 ","$767,661.00 ","$780,938.00 ","$748,934.00 ","$811,302.00 ","$658,464.00 ","$729,774.00 ","$667,840.00 ","$711,017.00 ","$833,174.00 ","$701,995.00 ","$726,664.00 ","$840,241 "
431,LONG BEACH,1518,Ocean,39.5731,-74.2315,"$436,085.22 ","$102,817.00 ","$117,164.00 ","$148,177.00 ","$187,184.00 ","$225,893.00 ","$256,332.00 ","$269,453.00 ","$259,366.00 ","$247,291.00 ","$228,646.00 ","$212,624.00 ","$209,204.00 ","$192,014.00 ","$213,614.00 ","$200,350.00 ","$195,880.00 ","$205,595.00 ","$214,563.00 ","$210,494 "
432,MANCHESTER,1519,Ocean,39.9435,-74.3695,"$98,017.22 ","$515,081.00 ","$576,826.00 ","$763,661.00 ","$889,347.00 ","$1,119,245.00 ","$1,126,690.00 ","$997,614.00 ","$923,794.00 ","$961,740.00 ","$1,009,465.00 ","$1,075,544.00 ","$931,753.00 ","$945,077.00 ","$1,109,158.00 ","$1,094,215.00 ","$976,454.00 ","$1,049,475.00 ","$1,090,563.00 ","$1,098,140 "
433,OCEAN,1521,Ocean,39.9253,-74.1349,"$114,318.17 ","$103,684.00 ","$117,884.00 ","$146,081.00 ","$183,596.00 ","$206,025.00 ","$237,846.00 ","$242,240.00 ","$227,039.00 ","$220,543.00 ","$195,266.00 ","$201,694.00 ","$173,162.00 ","$133,027.00 ","$168,280.00 ","$162,056.00 ","$178,096.00 ","$187,628.00 ","$198,820.00 ","$194,055 "
434,MANTOLOKING BOROUGH,1520,Ocean,40.04,-74.05,"$640,000.00 ","$1,394,844.00 ","$2,900,000.00 ","$1,928,393.00 ","$1,931,000.00 ","$2,891,389.00 ","$3,334,294.00 ","$2,296,500.00 ","$4,012,500.00 ","$3,254,500.00 ","$2,328,141.00 ","$1,460,000.00 ","$2,365,583.00 ","$2,016,233.00 ","$3,400,000.00 ","$1,867,143.00 ","$2,939,063.00 ","$2,179,500.00 ","$2,448,690.00 ","$3,414,243 "
435,PLUMSTED,1524,Ocean,40.0457,-74.4852,"$167,279.23 ","$131,922.00 ","$137,541.00 ","$180,382.00 ","$219,233.00 ","$274,114.00 ","$321,599.00 ","$309,136.00 ","$286,635.00 ","$310,915.00 ","$304,864.00 ","$303,473.00 ","$293,318.00 ","$276,070.00 ","$292,864.00 ","$302,405.00 ","$294,618.00 ","$309,041.00 ","$302,929.00 ","$320,414 "
436,OCEAN GATE BOROUGH,1522,Ocean,39.93,-74.14,"$91,189.28 ","$102,960.00 ","$123,056.00 ","$151,520.00 ","$181,738.00 ","$237,775.00 ","$255,153.00 ","$244,748.00 ","$243,244.00 ","$293,671.00 ","$281,770.00 ","$181,220.00 ","$222,348.00 ","$211,625.00 ","$199,409.00 ","$228,832.00 ","$173,111.00 ","$193,011.00 ","$209,886.00 ","$237,991 "
437,PINE BEACH BOROUGH,1523,Ocean,39.94,-74.17,"$142,818.92 ","$180,242.00 ","$159,950.00 ","$189,383.00 ","$246,329.00 ","$254,036.00 ","$342,425.00 ","$358,406.00 ","$334,433.00 ","$320,938.00 ","$373,833.00 ","$343,812.00 ","$263,140.00 ","$251,650.00 ","$318,361.00 ","$336,583.00 ","$284,607.00 ","$309,982.00 ","$279,532.00 ","$443,126 "
438,STAFFORD,1531,Ocean,39.6953,-74.2587,"$142,833.94 ","$177,915.00 ","$201,505.00 ","$236,427.00 ","$271,538.00 ","$325,164.00 ","$354,884.00 ","$398,436.00 ","$356,478.00 ","$303,225.00 ","$306,963.00 ","$296,541.00 ","$302,796.00 ","$348,122.00 ","$326,724.00 ","$338,761.00 ","$313,302.00 ","$315,573.00 ","$328,355.00 ","$335,675 "
439,POINT PLEASANT BOROUGH,1525,Ocean,40.08,-74.07,"$187,615.31 ","$204,835.00 ","$230,927.00 ","$290,765.00 ","$343,067.00 ","$400,538.00 ","$434,511.00 ","$427,760.00 ","$411,029.00 ","$398,057.00 ","$368,842.00 ","$405,130.00 ","$350,397.00 ","$386,104.00 ","$390,214.00 ","$405,170.00 ","$400,649.00 ","$430,462.00 ","$420,672.00 ","$446,100 "
440,POINT PLEASANT BEACH BOROUGH,1526,Ocean,40.09,-74.05,"$236,749.37 ","$260,186.00 ","$354,688.00 ","$426,061.00 ","$457,919.00 ","$563,507.00 ","$596,520.00 ","$687,482.00 ","$764,139.00 ","$614,650.00 ","$686,395.00 ","$611,401.00 ","$609,864.00 ","$678,091.00 ","$576,904.00 ","$571,133.00 ","$493,555.00 ","$543,289.00 ","$616,091.00 ","$644,565 "
441,SEASIDE HEIGHTS BOROUGH,1527,Ocean,39.95,-74.08,"$84,722.07 ","$96,430.00 ","$112,014.00 ","$155,405.00 ","$198,082.00 ","$261,111.00 ","$308,443.00 ","$282,892.00 ","$320,000.00 ","$286,605.00 ","$266,848.00 ","$266,066.00 ","$231,909.00 ","$175,000.00 ","$215,534.00 ","$209,678.00 ","$221,010.00 ","$226,475.00 ","$237,972.00 ","$244,799 "
442,SEASIDE PARK BOROUGH,1528,Ocean,39.93,-74.08,"$211,556.15 ","$260,218.00 ","$309,091.00 ","$384,032.00 ","$479,053.00 ","$572,256.00 ","$587,944.00 ","$610,167.00 ","$483,436.00 ","$347,300.00 ","$549,570.00 ","$597,356.00 ","$632,294.00 ","$595,348.00 ","$512,602.00 ","$569,163.00 ","$631,576.00 ","$513,113.00 ","$508,108.00 ","$551,047 "
443,SHIP BOTTOM BOROUGH,1529,Ocean,39.65,-74.18,"$260,155.49 ","$284,667.00 ","$372,648.00 ","$482,383.00 ","$549,719.00 ","$550,641.00 ","$658,929.00 ","$669,010.00 ","$586,094.00 ","$707,605.00 ","$557,514.00 ","$598,732.00 ","$553,574.00 ","$581,709.00 ","$500,420.00 ","$610,120.00 ","$549,640.00 ","$602,808.00 ","$729,780.00 ","$711,430 "
444,SOUTH TOMS RIVER BOROUGH,1530,Ocean,39.94,-74.21,"$79,595.00 ","$91,023.00 ","$104,881.00 ","$117,844.00 ","$152,803.00 ","$195,398.00 ","$229,100.00 ","$233,726.00 ","$218,656.00 ","$215,326.00 ","$189,130.00 ","$190,383.00 ","$142,000.00 ","$170,489.00 ","$157,385.00 ","$171,633.00 ","$164,550.00 ","$167,867.00 ","$172,409.00 ","$177,942 "
445,TOMS RIVER TOWNSHIP,1508,Ocean,39.9746,-74.1514,"$155,080.02 ","$155,303.00 ","$163,344.00 ","$224,016.00 ","$281,427.00 ","$345,799.00 ","$362,337.00 ","$361,519.00 ","$335,482.00 ","$306,725.00 ","$301,370.00 ","$301,639.00 ","$270,221.00 ","$220,957.00 ","$256,514.00 ","$261,225.00 ","$276,258.00 ","$290,108.00 ","$309,088.00 ","$318,243 "
446,SURF CITY BOROUGH,1532,Ocean,39.66,-74.17,"$303,605.88 ","$382,602.00 ","$446,429.00 ","$571,290.00 ","$645,943.00 ","$845,321.00 ","$907,840.00 ","$914,333.00 ","$800,630.00 ","$849,756.00 ","$766,281.00 ","$776,709.00 ","$754,621.00 ","$747,431.00 ","$709,722.00 ","$789,258.00 ","$834,863.00 ","$742,020.00 ","$873,990.00 ","$826,092 "
447,TUCKERTON BOROUGH,1533,Ocean,39.6,-74.33,"$95,000.74 ","$99,795.00 ","$111,173.00 ","$150,082.00 ","$186,690.00 ","$236,769.00 ","$254,002.00 ","$280,128.00 ","$251,069.00 ","$234,684.00 ","$228,671.00 ","$240,260.00 ","$190,119.00 ","$208,393.00 ","$192,955.00 ","$171,547.00 ","$224,285.00 ","$199,863.00 ","$214,517.00 ","$202,525 "
448,BLOOMINGDALE BOROUGH,1601,Passaic,41.03,-74.33,"$178,470.94 ","$189,829.00 ","$227,927.00 ","$278,110.00 ","$297,668.00 ","$347,562.00 ","$371,434.00 ","$358,260.00 ","$351,124.00 ","$325,489.00 ","$308,013.00 ","$298,182.00 ","$255,328.00 ","$283,495.00 ","$291,328.00 ","$277,984.00 ","$323,674.00 ","$298,637.00 ","$289,994.00 ","$308,197 "
449,CLIFTON CITY,1602,Passaic,40.86,-74.16,"$185,424.84 ","$204,935.00 ","$227,029.00 ","$272,379.00 ","$305,237.00 ","$354,457.00 ","$395,878.00 ","$402,902.00 ","$387,303.00 ","$344,302.00 ","$320,825.00 ","$315,314.00 ","$303,165.00 ","$305,298.00 ","$306,983.00 ","$317,479.00 ","$324,415.00 ","$334,490.00 ","$353,347.00 ","$364,039 "
450,HALEDON BOROUGH,1603,Passaic,40.94,-74.19,"$167,004.53 ","$181,273.00 ","$210,184.00 ","$252,171.00 ","$277,555.00 ","$319,480.00 ","$360,287.00 ","$383,731.00 ","$343,677.00 ","$308,520.00 ","$243,248.00 ","$246,892.00 ","$218,424.00 ","$231,227.00 ","$232,153.00 ","$247,497.00 ","$256,753.00 ","$280,163.00 ","$298,085.00 ","$306,474 "
451,HAWTHORNE BOROUGH,1604,Passaic,40.96,-74.16,"$220,432.81 ","$241,852.00 ","$270,518.00 ","$318,062.00 ","$344,796.00 ","$391,857.00 ","$422,601.00 ","$432,736.00 ","$416,063.00 ","$390,090.00 ","$369,829.00 ","$333,937.00 ","$337,807.00 ","$326,340.00 ","$334,546.00 ","$347,001.00 ","$347,299.00 ","$355,332.00 ","$371,738.00 ","$386,657 "
452,LITTLE FALLS,1605,Passaic,40.8866,-74.2141,"$190,413.49 ","$216,885.00 ","$245,567.00 ","$280,609.00 ","$326,532.00 ","$353,492.00 ","$390,149.00 ","$420,997.00 ","$398,477.00 ","$365,395.00 ","$361,521.00 ","$355,150.00 ","$346,188.00 ","$305,039.00 ","$327,373.00 ","$330,918.00 ","$346,361.00 ","$337,162.00 ","$333,002.00 ","$389,289 "
453,NORTH HALEDON BOROUGH,1606,Passaic,40.96,-74.18,"$250,592.77 ","$267,353.00 ","$333,602.00 ","$378,034.00 ","$405,452.00 ","$466,918.00 ","$508,471.00 ","$514,358.00 ","$493,853.00 ","$448,104.00 ","$448,158.00 ","$473,447.00 ","$430,300.00 ","$420,356.00 ","$450,098.00 ","$452,438.00 ","$417,418.00 ","$465,433.00 ","$456,260.00 ","$452,462 "
454,PASSAIC CITY,1607,Passaic,40.86,-74.13,"$144,574.33 ","$163,970.00 ","$178,747.00 ","$214,419.00 ","$241,494.00 ","$272,563.00 ","$352,480.00 ","$378,660.00 ","$347,376.00 ","$296,632.00 ","$288,531.00 ","$254,133.00 ","$266,887.00 ","$249,497.00 ","$248,676.00 ","$337,539.00 ","$266,214.00 ","$295,834.00 ","$312,512.00 ","$330,690 "
455,PATERSON CITY,1608,Passaic,40.91,-74.16,"$126,759.61 ","$138,131.00 ","$157,703.00 ","$185,679.00 ","$222,657.00 ","$276,058.00 ","$323,158.00 ","$355,644.00 ","$340,896.00 ","$301,408.00 ","$258,587.00 ","$234,011.00 ","$230,780.00 ","$222,802.00 ","$211,184.00 ","$224,866.00 ","$204,421.00 ","$225,188.00 ","$245,670.00 ","$266,613 "
456,POMPTON LAKES BOROUGH,1609,Passaic,41,-74.29,"$175,224.23 ","$181,435.00 ","$210,027.00 ","$250,468.00 ","$292,337.00 ","$328,628.00 ","$366,111.00 ","$357,439.00 ","$350,975.00 ","$318,493.00 ","$298,464.00 ","$268,502.00 ","$258,347.00 ","$245,621.00 ","$273,349.00 ","$250,952.00 ","$266,133.00 ","$282,596.00 ","$283,755.00 ","$311,675 "
457,PROSPECT PARK BOROUGH,1610,Passaic,40.94,-74.17,"$151,322.17 ","$172,483.00 ","$182,740.00 ","$237,527.00 ","$269,595.00 ","$311,199.00 ","$366,518.00 ","$383,054.00 ","$320,473.00 ","$295,046.00 ","$235,337.00 ","$206,571.00 ","$156,740.00 ","$216,154.00 ","$217,322.00 ","$208,037.00 ","$235,878.00 ","$257,357.00 ","$282,323.00 ","$303,348 "
458,RINGWOOD BOROUGH,1611,Passaic,41.11,-74.28,"$211,843.07 ","$236,395.00 ","$265,982.00 ","$313,953.00 ","$343,998.00 ","$380,827.00 ","$422,626.00 ","$412,456.00 ","$407,574.00 ","$407,138.00 ","$353,187.00 ","$363,690.00 ","$336,930.00 ","$348,309.00 ","$354,002.00 ","$365,043.00 ","$360,449.00 ","$355,607.00 ","$357,962.00 ","$369,379 "
459,TOTOWA BOROUGH,1612,Passaic,40.9,-74.22,"$215,941.11 ","$221,011.00 ","$277,144.00 ","$287,173.00 ","$337,529.00 ","$403,782.00 ","$450,550.00 ","$481,655.00 ","$471,707.00 ","$434,114.00 ","$426,528.00 ","$367,777.00 ","$372,715.00 ","$374,672.00 ","$365,975.00 ","$416,168.00 ","$405,030.00 ","$437,431.00 ","$407,973.00 ","$394,897 "
460,WANAQUE BOROUGH,1613,Passaic,41.04,-74.29,"$172,109.93 ","$197,311.00 ","$227,180.00 ","$258,265.00 ","$286,724.00 ","$320,373.00 ","$363,459.00 ","$351,090.00 ","$342,739.00 ","$319,532.00 ","$308,117.00 ","$299,257.00 ","$282,500.00 ","$296,126.00 ","$298,078.00 ","$291,714.00 ","$288,964.00 ","$287,925.00 ","$310,493.00 ","$313,812 "
461,WAYNE,1614,Passaic,40.9436,-74.25,"$281,524.63 ","$294,526.00 ","$337,395.00 ","$372,325.00 ","$417,781.00 ","$467,151.00 ","$503,197.00 ","$517,954.00 ","$506,183.00 ","$470,793.00 ","$447,389.00 ","$450,452.00 ","$428,024.00 ","$419,707.00 ","$427,799.00 ","$421,813.00 ","$443,762.00 ","$443,239.00 ","$455,459.00 ","$454,742 "
462,WEST MILFORD,1615,Passaic,41.1026,-74.3705,"$165,940.76 ","$191,254.00 ","$213,098.00 ","$243,602.00 ","$272,715.00 ","$307,589.00 ","$327,640.00 ","$333,675.00 ","$332,217.00 ","$313,536.00 ","$289,693.00 ","$284,310.00 ","$264,894.00 ","$269,784.00 ","$253,704.00 ","$260,383.00 ","$266,852.00 ","$288,224.00 ","$281,134.00 ","$285,433 "
463,WOODLAND PARK BOROUGH,1616,Passaic,40.89,-74.19,"$229,870.94 ","$245,447.00 ","$265,829.00 ","$304,637.00 ","$334,335.00 ","$402,808.00 ","$438,860.00 ","$441,406.00 ","$446,675.00 ","$392,513.00 ","$377,698.00 ","$372,214.00 ","$345,793.00 ","$347,130.00 ","$358,928.00 ","$385,085.00 ","$386,111.00 ","$399,261.00 ","$419,341.00 ","$412,489 "
464,ALLOWAY,1701,Salem,39.56,-75.35,"$146,669.57 ","$157,833.00 ","$142,439.00 ","$151,424.00 ","$134,349.00 ","$180,430.00 ","$168,041.00 ","$163,920.00 ","$161,731.00 ","$253,905.00 ","$228,400.00 ","$189,993.00 ","$202,993.00 ","$209,581.00 ","$219,850.00 ","$218,744.00 ","$270,014.00 ","$226,261.00 ","$213,240.00 ","$224,286 "
465,CARNEYS POINT,1702,Salem,39.71,-75.47,"$89,874.87 ","$90,790.00 ","$97,098.00 ","$98,364.00 ","$106,371.00 ","$111,284.00 ","$138,325.00 ","$145,671.00 ","$163,025.00 ","$164,179.00 ","$149,248.00 ","$175,079.00 ","$164,665.00 ","$148,500.00 ","$146,292.00 ","$143,616.00 ","$156,550.00 ","$137,264.00 ","$141,746.00 ","$134,232 "
466,ELMER BOROUGH,1703,Salem,39.59,-75.17,"$113,500.00 ","$94,524.00 ","$103,043.00 ","$101,600.00 ","$138,763.00 ","$117,567.00 ","$147,567.00 ","$183,397.00 ","$188,838.00 ","$183,633.00 ","$218,764.00 ","$171,569.00 ","$124,500.00 ","$195,380.00 ","$173,171.00 ","$184,611.00 ","$175,317.00 ","$159,667.00 ","$214,136.00 ","$185,333 "
467,ELSINBORO,1704,Salem,39.5333,-75.4984,"$102,909.09 ","$104,396.00 ","$108,855.00 ","$139,523.00 ","$122,245.00 ","$120,357.00 ","$182,472.00 ","$171,341.00 ","$175,000.00 ","$157,225.00 ","$175,444.00 ","$238,200.00 ","$179,600.00 ","$147,667.00 ","$168,500.00 ","$165,438.00 ","$257,817.00 ","$200,990.00 ","$178,800.00 ","$183,143 "
468,LOWER ALLOWAYS CREEK,1705,Salem,39.4655,-75.4099,"$124,494.00 ","$105,075.00 ","$120,033.00 ","$95,688.00 ","$105,444.00 ","$139,036.00 ","$137,375.00 ","$100,000.00 ", N/A ,"$138,667.00 ","$174,250.00 ","$175,667.00 ","$155,750.00 ","$197,480.00 ","$187,271.00 ","$163,773.00 ","$205,313.00 ","$189,935.00 ","$183,750.00 ","$155,417 "
469,MANNINGTON,1706,Salem,39.6232,-75.4146,"$133,822.22 ","$138,792.00 ","$113,688.00 ","$121,556.00 ","$186,150.00 ","$186,700.00 ", N/A ,"$148,000.00 ","$200,500.00 ","$143,750.00 ","$176,563.00 ","$208,750.00 ","$159,133.00 ","$193,250.00 ","$199,556.00 ","$155,200.00 ","$145,250.00 ","$187,333.00 ","$213,000.00 ","$206,850 "
470,OLDMAN,1707,Salem,39.7398,-75.4116,"$111,062.50 ","$107,488.00 ","$112,519.00 ","$122,619.00 ","$120,182.00 ","$157,929.00 ","$171,122.00 ","$197,146.00 ","$154,577.00 ","$226,420.00 ","$175,223.00 ","$195,500.00 ","$194,833.00 ","$166,643.00 ","$193,700.00 ","$131,500.00 ","$204,750.00 ","$293,129.00 ","$189,428.00 ","$258,587 "
471,PENNS GROVE,1708,Salem,39.7126,-75.4691,"$68,770.37 ","$71,612.00 ","$90,361.00 ","$76,767.00 ","$93,405.00 ","$98,241.00 ","$116,790.00 ","$131,257.00 ","$120,524.00 ","$101,833.00 ","$124,800.00 ","$141,600.00 ","$119,633.00 ","$90,267.00 ","$110,917.00 ","$119,089.00 ","$91,514.00 ","$114,663.00 ","$96,233.00 ","$85,065 "
472,PENNSVILLE,1709,Salem,39.65,-75.51,"$101,228.29 ","$102,288.00 ","$109,109.00 ","$112,835.00 ","$125,021.00 ","$138,157.00 ","$164,432.00 ","$168,025.00 ","$175,804.00 ","$176,398.00 ","$154,334.00 ","$155,312.00 ","$155,638.00 ","$165,300.00 ","$151,809.00 ","$156,076.00 ","$143,415.00 ","$151,741.00 ","$154,507.00 ","$143,304 "
473,PILESGROVE,1710,Salem,39.6858,-75.3764,"$159,889.17 ","$191,131.00 ","$186,282.00 ","$220,427.00 ","$222,545.00 ","$267,642.00 ","$266,258.00 ","$309,209.00 ","$293,015.00 ","$290,863.00 ","$247,384.00 ","$258,630.00 ","$256,826.00 ","$299,075.00 ","$283,132.00 ","$251,679.00 ","$295,169.00 ","$292,696.00 ","$300,169.00 ","$301,927 "
474,PITTSGROVE,1711,Salem,39.5426,-75.1299,"$133,141.36 ","$147,988.00 ","$151,736.00 ","$172,036.00 ","$184,394.00 ","$219,064.00 ","$205,997.00 ","$197,349.00 ","$228,120.00 ","$239,950.00 ","$249,350.00 ","$202,234.00 ","$220,402.00 ","$248,188.00 ","$205,267.00 ","$191,931.00 ","$228,521.00 ","$233,753.00 ","$237,854.00 ","$245,532 "
475,QUINTON,1712,Salem,39.55,-75.41,"$100,200.00 ","$116,193.00 ","$118,946.00 ","$116,105.00 ","$113,121.00 ","$133,877.00 ","$125,143.00 ","$84,000.00 ","$116,667.00 ","$213,250.00 ","$177,800.00 ","$172,494.00 ","$148,000.00 ","$162,091.00 ","$178,111.00 ","$164,145.00 ","$163,920.00 ","$138,673.00 ","$145,722.00 ","$180,282 "
476,SALEM CITY,1713,Salem,39.57,-75.47,"$63,769.30 ","$65,779.00 ","$66,878.00 ","$64,942.00 ","$71,972.00 ","$70,972.00 ","$94,252.00 ","$106,820.00 ","$116,939.00 ","$98,107.00 ","$113,840.00 ","$92,333.00 ","$94,967.00 ","$92,375.00 ","$102,125.00 ","$39,517.00 ","$67,250.00 ","$53,250.00 ","$66,528.00 ","$55,829 "
477,UPPER PITTSGROVE,1714,Salem,39.6123,-75.2095,"$139,917.86 ","$124,871.00 ","$116,563.00 ","$148,149.00 ","$142,736.00 ","$194,111.00 ","$259,192.00 ","$256,206.00 ","$263,468.00 ","$219,847.00 ","$196,663.00 ","$234,200.00 ","$254,325.00 ","$216,750.00 ","$250,245.00 ","$215,214.00 ","$232,119.00 ","$257,436.00 ","$237,277.00 ","$222,111 "
478,WOODSTOWN BOROUGH,1715,Salem,39.65,-75.33,"$118,990.22 ","$135,128.00 ","$127,098.00 ","$159,257.00 ","$166,788.00 ","$165,035.00 ","$206,507.00 ","$231,929.00 ","$257,815.00 ","$232,440.00 ","$205,019.00 ","$223,382.00 ","$208,971.00 ","$196,507.00 ","$219,399.00 ","$198,567.00 ","$219,077.00 ","$199,133.00 ","$214,854.00 ","$184,117 "
479,BEDMINSTER,1801,Somerset,40.6523,-74.653,"$213,388.35 ","$261,390.00 ","$275,160.00 ","$281,225.00 ","$324,553.00 ","$391,167.00 ","$383,834.00 ","$383,577.00 ","$359,631.00 ","$345,043.00 ","$372,909.00 ","$371,714.00 ","$330,840.00 ","$364,283.00 ","$382,441.00 ","$381,910.00 ","$392,475.00 ","$365,489.00 ","$364,394.00 ","$373,463 "
480,BERNARDS,1802,Somerset,40.6765,-74.5679,"$295,476.14 ","$382,042.00 ","$394,455.00 ","$476,993.00 ","$489,816.00 ","$558,868.00 ","$665,088.00 ","$599,152.00 ","$637,319.00 ","$485,701.00 ","$615,488.00 ","$553,265.00 ","$649,704.00 ","$583,646.00 ","$623,138.00 ","$643,982.00 ","$644,678.00 ","$627,463.00 ","$666,588.00 ","$606,277 "
481,BERNARDSVILE BOROUGH,1803,Somerset,40.7234,-74.5775,"$584,797.50 ","$496,267.00 ","$638,263.00 ","$700,788.00 ","$873,956.00 ","$983,272.00 ","$1,047,088.00 ","$815,786.00 ","$726,740.00 ","$589,000.00 ","$835,926.00 ","$924,283.00 ","$832,160.00 ","$832,358.00 ","$629,625.00 ","$719,662.00 ","$767,626.00 ","$885,240.00 ","$751,922.00 ","$629,324 "
482,BOUND BROOK BOROUGH,1804,Somerset,40.57,-74.54,"$153,125.26 ","$169,396.00 ","$193,592.00 ","$219,693.00 ","$249,332.00 ","$288,447.00 ","$324,026.00 ","$333,372.00 ","$330,330.00 ","$283,263.00 ","$280,544.00 ","$254,980.00 ","$241,660.00 ","$225,900.00 ","$271,132.00 ","$244,976.00 ","$278,178.00 ","$280,421.00 ","$252,904.00 ","$301,022 "
483,BRANCHBURG,1805,Somerset,40.56,-74.7147,"$255,053.42 ","$286,593.00 ","$324,904.00 ","$327,053.00 ","$370,231.00 ","$426,834.00 ","$477,977.00 ","$431,853.00 ","$377,523.00 ","$417,276.00 ","$423,101.00 ","$424,491.00 ","$403,083.00 ","$410,362.00 ","$399,516.00 ","$415,218.00 ","$462,044.00 ","$469,479.00 ","$443,534.00 ","$443,455 "
484,BRIDGEWATER,1806,Somerset,40.5881,-74.6225,"$253,509.48 ","$287,248.00 ","$315,472.00 ","$349,437.00 ","$391,084.00 ","$450,698.00 ","$467,751.00 ","$433,121.00 ","$442,765.00 ","$405,396.00 ","$433,942.00 ","$438,228.00 ","$412,281.00 ","$411,473.00 ","$453,676.00 ","$459,102.00 ","$457,477.00 ","$436,696.00 ","$460,299.00 ","$463,664 "
485,FAR HILLS BOROUGH,1807,Somerset,40.69,-74.63,"$846,278.57 ","$449,833.00 ","$531,318.00 ","$626,192.00 ","$896,313.00 ","$1,486,420.00 ","$1,569,420.00 ","$625,929.00 ","$1,757,500.00 ","$1,128,750.00 ","$1,089,667.00 ","$925,250.00 ","$352,500.00 ","$528,625.00 ","$1,036,000.00 ","$832,933.00 ","$859,000.00 ","$840,000.00 ","$715,000.00 ","$740,571 "
486,FRANKLIN,1808,Somerset,40.4394,-74.5557,"$159,647.33 ","$184,593.00 ","$202,668.00 ","$239,032.00 ","$274,730.00 ","$313,734.00 ","$351,555.00 ","$348,449.00 ","$342,161.00 ","$318,298.00 ","$302,183.00 ","$319,433.00 ","$300,294.00 ","$295,210.00 ","$301,694.00 ","$327,836.00 ","$322,432.00 ","$334,105.00 ","$339,761.00 ","$339,188 "
487,GREEN BROOK,1809,Somerset,40.6038,-74.4832,"$311,166.77 ","$309,793.00 ","$354,730.00 ","$407,709.00 ","$454,406.00 ","$443,687.00 ","$518,688.00 ","$511,587.00 ","$530,999.00 ","$522,137.00 ","$457,944.00 ","$531,193.00 ","$459,474.00 ","$429,092.00 ","$533,154.00 ","$502,029.00 ","$441,042.00 ","$462,515.00 ","$494,451.00 ","$542,781 "
488,HILLSBOROUGHUGH,1810,Somerset,40.5025,-74.65,"$195,555.10 ","$211,902.00 ","$243,572.00 ","$270,387.00 ","$301,634.00 ","$334,680.00 ","$374,985.00 ","$375,269.00 ","$376,638.00 ","$369,627.00 ","$357,294.00 ","$372,991.00 ","$384,716.00 ","$371,029.00 ","$383,489.00 ","$373,809.00 ","$392,789.00 ","$383,938.00 ","$384,668.00 ","$404,040 "
489,MANVILLE BOROUGH,1811,Somerset,40.54,-74.59,"$140,998.99 ","$155,692.00 ","$173,529.00 ","$203,878.00 ","$247,850.00 ","$274,275.00 ","$329,425.00 ","$314,792.00 ","$297,986.00 ","$272,942.00 ","$257,288.00 ","$252,068.00 ","$225,600.00 ","$199,684.00 ","$211,330.00 ","$229,268.00 ","$223,107.00 ","$238,551.00 ","$257,089.00 ","$248,270 "
490,MILLSTONE BOROUGH,1812,Somerset,40.5,-74.59,"$159,575.00 ","$180,000.00 ","$200,000.00 ","$323,667.00 ","$326,050.00 ", N/A , N/A ,"$368,000.00 ", N/A , N/A , N/A ,"$380,000.00 ", N/A , N/A ,"$283,000.00 ","$326,725.00 ","$430,000.00 ","$380,000.00 ","$355,000.00 ","$475,000 "
491,MONTGOMERY,1813,Somerset,40.4283,-74.6766,"$359,343.16 ","$372,670.00 ","$478,976.00 ","$483,743.00 ","$520,575.00 ","$607,889.00 ","$648,086.00 ","$623,438.00 ","$600,383.00 ","$585,804.00 ","$574,269.00 ","$586,120.00 ","$594,895.00 ","$550,785.00 ","$576,757.00 ","$581,570.00 ","$598,819.00 ","$616,976.00 ","$625,251.00 ","$662,459 "
492,NORTH PLAINFIELD BOROUGH,1814,Somerset,40.62,-74.44,"$140,553.62 ","$157,419.00 ","$171,290.00 ","$192,896.00 ","$227,959.00 ","$264,980.00 ","$311,696.00 ","$309,115.00 ","$287,040.00 ","$251,026.00 ","$255,627.00 ","$280,733.00 ","$227,703.00 ","$213,815.00 ","$210,540.00 ","$225,179.00 ","$227,985.00 ","$232,878.00 ","$254,848.00 ","$272,361 "
493,PEAPACK-GLADSTONE BOROUGH,1815,Somerset,40.7075,-74.6566,"$371,263.16 ","$531,156.00 ","$512,956.00 ","$462,750.00 ","$664,985.00 ","$852,409.00 ","$464,583.00 ","$564,980.00 ","$795,428.00 ","$1,000,000.00 ","$562,534.00 ","$725,469.00 ","$632,000.00 ","$552,950.00 ","$500,300.00 ","$817,922.00 ","$724,000.00 ","$636,786.00 ","$912,999.00 ","$666,700 "
494,RARITAN BOROUGH,1816,Somerset,40.57,-74.64,"$192,057.75 ","$214,144.00 ","$238,686.00 ","$279,452.00 ","$299,471.00 ","$347,281.00 ","$379,861.00 ","$373,718.00 ","$339,529.00 ","$360,392.00 ","$356,596.00 ","$342,494.00 ","$300,374.00 ","$332,544.00 ","$325,585.00 ","$348,651.00 ","$354,178.00 ","$365,311.00 ","$358,261.00 ","$368,245 "
